population	height_band_16	slope_band_0_10_25_40_55_90	block	count
top_aspect_east	13	2	minecraft:snow_block	5
top_aspect_east	13	2	minecraft:stone	17
top_aspect_east	13	2	minecraft:white_concrete_powder	22
top_aspect_east	13	3	minecraft:acacia_wood	68
top_aspect_east	13	3	minecraft:birch_wood	15
top_aspect_east	13	3	minecraft:cyan_terracotta	60
top_aspect_east	13	3	minecraft:diorite	9
top_aspect_east	13	3	minecraft:light_gray_wool	55
top_aspect_east	13	3	minecraft:mud	14
top_aspect_east	13	3	minecraft:pale_moss_block	48
top_aspect_east	13	3	minecraft:pale_oak_wood	11
top_aspect_east	13	3	minecraft:smooth_basalt	1
top_aspect_east	13	3	minecraft:snow_block	42
top_aspect_east	13	3	minecraft:stone	56
top_aspect_east	13	3	minecraft:white_concrete_powder	14
top_aspect_east	13	4	minecraft:acacia_wood	7
top_aspect_east	13	4	minecraft:cyan_terracotta	5
top_aspect_east	13	4	minecraft:light_gray_wool	16
top_aspect_east	13	4	minecraft:pale_moss_block	2
top_aspect_east	13	4	minecraft:snow_block	2
top_aspect_east	13	4	minecraft:stone	9
top_aspect_east	14	1	minecraft:pale_moss_block	2
top_aspect_east	14	1	minecraft:stone	2
top_aspect_east	14	2	minecraft:acacia_wood	12
top_aspect_east	14	2	minecraft:birch_wood	16
top_aspect_east	14	2	minecraft:diorite	13
top_aspect_east	14	2	minecraft:light_gray_wool	3
top_aspect_east	14	2	minecraft:pale_moss_block	2
top_aspect_east	14	2	minecraft:pale_oak_wood	11
top_aspect_east	14	2	minecraft:snow_block	4
top_aspect_east	14	2	minecraft:stone	29
top_aspect_east	14	2	minecraft:white_concrete_powder	3
top_aspect_east	14	3	minecraft:acacia_wood	66
top_aspect_east	14	3	minecraft:birch_wood	10
top_aspect_east	14	3	minecraft:blackstone	3
top_aspect_east	14	3	minecraft:cyan_terracotta	6
top_aspect_east	14	3	minecraft:diorite	13
top_aspect_east	14	3	minecraft:light_gray_wool	118
top_aspect_east	14	3	minecraft:mud	4
top_aspect_east	14	3	minecraft:pale_moss_block	9
top_aspect_east	14	3	minecraft:pale_oak_wood	34
top_aspect_east	14	3	minecraft:smooth_basalt	2
top_aspect_east	14	3	minecraft:snow_block	2
top_aspect_east	14	3	minecraft:stone	37
top_aspect_east	14	3	minecraft:white_concrete_powder	3
top_aspect_east	14	4	minecraft:acacia_wood	18
top_aspect_east	14	4	minecraft:cyan_terracotta	10
top_aspect_east	14	4	minecraft:light_gray_wool	6
top_aspect_east	14	4	minecraft:pale_oak_wood	8
top_aspect_east	14	4	minecraft:stone	1
top_aspect_east	15	0	minecraft:birch_wood	8
top_aspect_east	15	0	minecraft:diorite	10
top_aspect_east	15	0	minecraft:snow_block	2
top_aspect_east	15	0	minecraft:white_concrete_powder	8
top_aspect_east	15	1	minecraft:birch_wood	98
top_aspect_east	15	1	minecraft:diorite	20
top_aspect_east	15	1	minecraft:light_gray_wool	2
top_aspect_east	15	1	minecraft:snow_block	23
top_aspect_east	15	1	minecraft:stone	1
top_aspect_east	15	1	minecraft:white_concrete_powder	77
top_aspect_east	15	2	minecraft:acacia_wood	1
top_aspect_east	15	2	minecraft:birch_wood	30
top_aspect_east	15	2	minecraft:cyan_terracotta	1
top_aspect_east	15	2	minecraft:diorite	13
top_aspect_east	15	2	minecraft:light_gray_wool	12
top_aspect_east	15	2	minecraft:pale_moss_block	6
top_aspect_east	15	2	minecraft:snow_block	5
top_aspect_east	15	2	minecraft:stone	10
top_aspect_east	15	2	minecraft:white_concrete_powder	33
top_aspect_east	15	3	minecraft:acacia_wood	5
top_aspect_east	15	3	minecraft:birch_wood	8
top_aspect_east	15	3	minecraft:cyan_terracotta	3
top_aspect_east	15	3	minecraft:diorite	4
top_aspect_east	15	3	minecraft:light_gray_wool	28
top_aspect_east	15	3	minecraft:mud	1
top_aspect_east	15	3	minecraft:pale_moss_block	2
top_aspect_east	15	3	minecraft:pale_oak_wood	2
top_aspect_east	15	3	minecraft:snow_block	1
top_aspect_east	15	3	minecraft:stone	12
top_aspect_east	15	3	minecraft:white_concrete_powder	9
top_aspect_east	15	4	minecraft:acacia_wood	8
top_aspect_east	15	4	minecraft:cyan_terracotta	4
top_aspect_east	15	4	minecraft:light_gray_wool	4
top_aspect_east	2	0	minecraft:andesite	2
top_aspect_east	2	0	minecraft:cyan_terracotta	2
top_aspect_east	2	0	minecraft:grass_block	94
top_aspect_east	2	0	minecraft:moss_block	3
top_aspect_east	2	0	minecraft:pale_oak_wood	1
top_aspect_east	2	0	minecraft:smooth_basalt	5
top_aspect_east	2	0	minecraft:stone	2
top_aspect_east	2	1	minecraft:acacia_wood	14
top_aspect_east	2	1	minecraft:basalt	2
top_aspect_east	2	1	minecraft:black_wool	2
top_aspect_east	2	1	minecraft:cobblestone	11
top_aspect_east	2	1	minecraft:cyan_terracotta	8
top_aspect_east	2	1	minecraft:diamond_block	2
top_aspect_east	2	1	minecraft:dirt	5
top_aspect_east	2	1	minecraft:grass_block	349
top_aspect_east	2	1	minecraft:gray_wool	2
top_aspect_east	2	1	minecraft:light_gray_wool	1
top_aspect_east	2	1	minecraft:moss_block	164
top_aspect_east	2	1	minecraft:mud	5
top_aspect_east	2	1	minecraft:pale_moss_block	18
top_aspect_east	2	1	minecraft:pale_oak_wood	4
top_aspect_east	2	1	minecraft:smooth_basalt	14
top_aspect_east	2	1	minecraft:stone	28
top_aspect_east	2	2	minecraft:acacia_wood	118
top_aspect_east	2	2	minecraft:andesite	5
top_aspect_east	2	2	minecraft:basalt	9
top_aspect_east	2	2	minecraft:black_wool	1
top_aspect_east	2	2	minecraft:blackstone	7
top_aspect_east	2	2	minecraft:cobblestone	3
top_aspect_east	2	2	minecraft:cyan_terracotta	76
top_aspect_east	2	2	minecraft:diamond_block	18
top_aspect_east	2	2	minecraft:dirt	4
top_aspect_east	2	2	minecraft:grass_block	350
top_aspect_east	2	2	minecraft:gray_wool	2
top_aspect_east	2	2	minecraft:light_gray_wool	15
top_aspect_east	2	2	minecraft:moss_block	238
top_aspect_east	2	2	minecraft:mud	49
top_aspect_east	2	2	minecraft:pale_moss_block	202
top_aspect_east	2	2	minecraft:pale_oak_wood	25
top_aspect_east	2	2	minecraft:smooth_basalt	14
top_aspect_east	2	2	minecraft:stone	209
top_aspect_east	2	2	minecraft:tuff	6
top_aspect_east	2	3	minecraft:acacia_wood	309
top_aspect_east	2	3	minecraft:basalt	32
top_aspect_east	2	3	minecraft:black_wool	1
top_aspect_east	2	3	minecraft:blackstone	26
top_aspect_east	2	3	minecraft:cobblestone	7
top_aspect_east	2	3	minecraft:cyan_terracotta	158
top_aspect_east	2	3	minecraft:diamond_block	4
top_aspect_east	2	3	minecraft:dirt	1
top_aspect_east	2	3	minecraft:grass_block	70
top_aspect_east	2	3	minecraft:light_gray_wool	21
top_aspect_east	2	3	minecraft:moss_block	25
top_aspect_east	2	3	minecraft:mud	137
top_aspect_east	2	3	minecraft:pale_moss_block	239
top_aspect_east	2	3	minecraft:pale_oak_wood	35
top_aspect_east	2	3	minecraft:smooth_basalt	53
top_aspect_east	2	3	minecraft:stone	258
top_aspect_east	2	3	minecraft:tuff	1
top_aspect_east	2	4	minecraft:acacia_wood	114
top_aspect_east	2	4	minecraft:basalt	38
top_aspect_east	2	4	minecraft:black_wool	4
top_aspect_east	2	4	minecraft:blackstone	24
top_aspect_east	2	4	minecraft:cyan_terracotta	73
top_aspect_east	2	4	minecraft:grass_block	2
top_aspect_east	2	4	minecraft:light_gray_wool	8
top_aspect_east	2	4	minecraft:moss_block	6
top_aspect_east	2	4	minecraft:mud	39
top_aspect_east	2	4	minecraft:pale_moss_block	37
top_aspect_east	2	4	minecraft:pale_oak_wood	25
top_aspect_east	2	4	minecraft:smooth_basalt	24
top_aspect_east	2	4	minecraft:stone	123
top_aspect_east	3	0	minecraft:acacia_wood	1
top_aspect_east	3	0	minecraft:moss_block	2
top_aspect_east	3	0	minecraft:stone	3
top_aspect_east	3	1	minecraft:acacia_wood	11
top_aspect_east	3	1	minecraft:andesite	5
top_aspect_east	3	1	minecraft:basalt	6
top_aspect_east	3	1	minecraft:blackstone	3
top_aspect_east	3	1	minecraft:cobblestone	4
top_aspect_east	3	1	minecraft:cyan_terracotta	13
top_aspect_east	3	1	minecraft:dirt	1
top_aspect_east	3	1	minecraft:grass_block	40
top_aspect_east	3	1	minecraft:light_gray_wool	2
top_aspect_east	3	1	minecraft:moss_block	25
top_aspect_east	3	1	minecraft:mud	2
top_aspect_east	3	1	minecraft:pale_moss_block	32
top_aspect_east	3	1	minecraft:stone	16
top_aspect_east	3	2	minecraft:acacia_wood	71
top_aspect_east	3	2	minecraft:andesite	2
top_aspect_east	3	2	minecraft:basalt	12
top_aspect_east	3	2	minecraft:blackstone	4
top_aspect_east	3	2	minecraft:cobblestone	8
top_aspect_east	3	2	minecraft:cyan_terracotta	116
top_aspect_east	3	2	minecraft:diamond_block	6
top_aspect_east	3	2	minecraft:dirt	1
top_aspect_east	3	2	minecraft:grass_block	198
top_aspect_east	3	2	minecraft:gray_wool	2
top_aspect_east	3	2	minecraft:light_gray_wool	13
top_aspect_east	3	2	minecraft:moss_block	139
top_aspect_east	3	2	minecraft:mud	46
top_aspect_east	3	2	minecraft:pale_moss_block	212
top_aspect_east	3	2	minecraft:pale_oak_wood	11
top_aspect_east	3	2	minecraft:smooth_basalt	4
top_aspect_east	3	2	minecraft:stone	212
top_aspect_east	3	3	minecraft:acacia_wood	277
top_aspect_east	3	3	minecraft:andesite	3
top_aspect_east	3	3	minecraft:basalt	26
top_aspect_east	3	3	minecraft:blackstone	22
top_aspect_east	3	3	minecraft:cobblestone	2
top_aspect_east	3	3	minecraft:cyan_terracotta	179
top_aspect_east	3	3	minecraft:grass_block	130
top_aspect_east	3	3	minecraft:light_gray_wool	18
top_aspect_east	3	3	minecraft:moss_block	41
top_aspect_east	3	3	minecraft:mud	130
top_aspect_east	3	3	minecraft:pale_moss_block	220
top_aspect_east	3	3	minecraft:pale_oak_wood	51
top_aspect_east	3	3	minecraft:smooth_basalt	41
top_aspect_east	3	3	minecraft:stone	430
top_aspect_east	3	4	minecraft:acacia_wood	149
top_aspect_east	3	4	minecraft:andesite	1
top_aspect_east	3	4	minecraft:basalt	9
top_aspect_east	3	4	minecraft:black_wool	7
top_aspect_east	3	4	minecraft:blackstone	14
top_aspect_east	3	4	minecraft:cobblestone	1
top_aspect_east	3	4	minecraft:cyan_terracotta	64
top_aspect_east	3	4	minecraft:light_gray_wool	9
top_aspect_east	3	4	minecraft:moss_block	1
top_aspect_east	3	4	minecraft:mud	53
top_aspect_east	3	4	minecraft:pale_moss_block	33
top_aspect_east	3	4	minecraft:pale_oak_wood	47
top_aspect_east	3	4	minecraft:smooth_basalt	27
top_aspect_east	3	4	minecraft:stone	152
top_aspect_east	4	0	minecraft:acacia_wood	8
top_aspect_east	4	0	minecraft:blackstone	1
top_aspect_east	4	0	minecraft:cyan_terracotta	2
top_aspect_east	4	0	minecraft:dirt	2
top_aspect_east	4	0	minecraft:grass_block	1
top_aspect_east	4	0	minecraft:moss_block	4
top_aspect_east	4	0	minecraft:mud	3
top_aspect_east	4	0	minecraft:pale_moss_block	3
top_aspect_east	4	1	minecraft:acacia_wood	19
top_aspect_east	4	1	minecraft:basalt	14
top_aspect_east	4	1	minecraft:blackstone	1
top_aspect_east	4	1	minecraft:cyan_terracotta	26
top_aspect_east	4	1	minecraft:dirt	13
top_aspect_east	4	1	minecraft:grass_block	47
top_aspect_east	4	1	minecraft:gray_wool	1
top_aspect_east	4	1	minecraft:moss_block	21
top_aspect_east	4	1	minecraft:mud	11
top_aspect_east	4	1	minecraft:pale_moss_block	26
top_aspect_east	4	1	minecraft:pale_oak_wood	1
top_aspect_east	4	1	minecraft:smooth_basalt	5
top_aspect_east	4	1	minecraft:stone	8
top_aspect_east	4	2	minecraft:acacia_wood	106
top_aspect_east	4	2	minecraft:basalt	34
top_aspect_east	4	2	minecraft:blackstone	5
top_aspect_east	4	2	minecraft:cobblestone	1
top_aspect_east	4	2	minecraft:cyan_terracotta	81
top_aspect_east	4	2	minecraft:dirt	4
top_aspect_east	4	2	minecraft:grass_block	197
top_aspect_east	4	2	minecraft:light_gray_wool	7
top_aspect_east	4	2	minecraft:moss_block	36
top_aspect_east	4	2	minecraft:mud	29
top_aspect_east	4	2	minecraft:pale_moss_block	175
top_aspect_east	4	2	minecraft:pale_oak_wood	9
top_aspect_east	4	2	minecraft:smooth_basalt	10
top_aspect_east	4	2	minecraft:stone	186
top_aspect_east	4	3	minecraft:acacia_wood	223
top_aspect_east	4	3	minecraft:basalt	117
top_aspect_east	4	3	minecraft:black_wool	1
top_aspect_east	4	3	minecraft:blackstone	26
top_aspect_east	4	3	minecraft:cyan_terracotta	191
top_aspect_east	4	3	minecraft:grass_block	142
top_aspect_east	4	3	minecraft:gray_wool	10
top_aspect_east	4	3	minecraft:light_gray_wool	29
top_aspect_east	4	3	minecraft:moss_block	13
top_aspect_east	4	3	minecraft:mud	54
top_aspect_east	4	3	minecraft:pale_moss_block	249
top_aspect_east	4	3	minecraft:pale_oak_wood	26
top_aspect_east	4	3	minecraft:smooth_basalt	20
top_aspect_east	4	3	minecraft:stone	257
top_aspect_east	4	3	minecraft:white_concrete	1
top_aspect_east	4	4	minecraft:acacia_wood	132
top_aspect_east	4	4	minecraft:basalt	47
top_aspect_east	4	4	minecraft:blackstone	3
top_aspect_east	4	4	minecraft:cyan_terracotta	79
top_aspect_east	4	4	minecraft:dripstone_block	4
top_aspect_east	4	4	minecraft:grass_block	10
top_aspect_east	4	4	minecraft:gray_wool	8
top_aspect_east	4	4	minecraft:mud	55
top_aspect_east	4	4	minecraft:pale_moss_block	93
top_aspect_east	4	4	minecraft:pale_oak_wood	11
top_aspect_east	4	4	minecraft:smooth_basalt	41
top_aspect_east	4	4	minecraft:stone	49
top_aspect_east	5	0	minecraft:acacia_wood	3
top_aspect_east	5	0	minecraft:grass_block	3
top_aspect_east	5	0	minecraft:gray_wool	3
top_aspect_east	5	0	minecraft:snow_block	2
top_aspect_east	5	0	minecraft:stone	4
top_aspect_east	5	1	minecraft:acacia_wood	24
top_aspect_east	5	1	minecraft:cobblestone	3
top_aspect_east	5	1	minecraft:cyan_terracotta	4
top_aspect_east	5	1	minecraft:dirt	8
top_aspect_east	5	1	minecraft:grass_block	38
top_aspect_east	5	1	minecraft:gray_wool	9
top_aspect_east	5	1	minecraft:moss_block	7
top_aspect_east	5	1	minecraft:mud	6
top_aspect_east	5	1	minecraft:pale_moss_block	5
top_aspect_east	5	1	minecraft:pale_oak_wood	1
top_aspect_east	5	1	minecraft:smooth_basalt	2
top_aspect_east	5	1	minecraft:snow_block	26
top_aspect_east	5	1	minecraft:stone	22
top_aspect_east	5	1	minecraft:white_concrete	4
top_aspect_east	5	2	minecraft:acacia_wood	120
top_aspect_east	5	2	minecraft:basalt	11
top_aspect_east	5	2	minecraft:blackstone	1
top_aspect_east	5	2	minecraft:cyan_terracotta	42
top_aspect_east	5	2	minecraft:dirt	1
top_aspect_east	5	2	minecraft:grass_block	50
top_aspect_east	5	2	minecraft:gray_wool	16
top_aspect_east	5	2	minecraft:light_gray_wool	2
top_aspect_east	5	2	minecraft:moss_block	4
top_aspect_east	5	2	minecraft:mud	27
top_aspect_east	5	2	minecraft:pale_moss_block	148
top_aspect_east	5	2	minecraft:pale_oak_wood	41
top_aspect_east	5	2	minecraft:smooth_basalt	4
top_aspect_east	5	2	minecraft:snow_block	60
top_aspect_east	5	2	minecraft:stone	134
top_aspect_east	5	2	minecraft:white_concrete	6
top_aspect_east	5	3	minecraft:acacia_wood	254
top_aspect_east	5	3	minecraft:basalt	71
top_aspect_east	5	3	minecraft:blackstone	13
top_aspect_east	5	3	minecraft:cyan_terracotta	145
top_aspect_east	5	3	minecraft:grass_block	16
top_aspect_east	5	3	minecraft:gray_wool	59
top_aspect_east	5	3	minecraft:light_gray_wool	27
top_aspect_east	5	3	minecraft:mud	46
top_aspect_east	5	3	minecraft:pale_moss_block	217
top_aspect_east	5	3	minecraft:pale_oak_wood	45
top_aspect_east	5	3	minecraft:smooth_basalt	10
top_aspect_east	5	3	minecraft:snow_block	20
top_aspect_east	5	3	minecraft:stone	189
top_aspect_east	5	3	minecraft:white_concrete	1
top_aspect_east	5	4	minecraft:acacia_wood	105
top_aspect_east	5	4	minecraft:basalt	36
top_aspect_east	5	4	minecraft:blackstone	2
top_aspect_east	5	4	minecraft:cobblestone	6
top_aspect_east	5	4	minecraft:cyan_terracotta	140
top_aspect_east	5	4	minecraft:grass_block	1
top_aspect_east	5	4	minecraft:gravel	4
top_aspect_east	5	4	minecraft:gray_wool	49
top_aspect_east	5	4	minecraft:light_gray_wool	12
top_aspect_east	5	4	minecraft:mud	34
top_aspect_east	5	4	minecraft:pale_moss_block	61
top_aspect_east	5	4	minecraft:pale_oak_wood	10
top_aspect_east	5	4	minecraft:smooth_basalt	2
top_aspect_east	5	4	minecraft:snow_block	16
top_aspect_east	5	4	minecraft:stone	90
top_aspect_east	5	4	minecraft:white_concrete	3
top_aspect_east	6	1	minecraft:basalt	1
top_aspect_east	6	1	minecraft:cobblestone	1
top_aspect_east	6	1	minecraft:cyan_terracotta	2
top_aspect_east	6	1	minecraft:moss_block	1
top_aspect_east	6	1	minecraft:pale_moss_block	4
top_aspect_east	6	1	minecraft:snow_block	23
top_aspect_east	6	1	minecraft:stone	2
top_aspect_east	6	2	minecraft:acacia_wood	40
top_aspect_east	6	2	minecraft:basalt	8
top_aspect_east	6	2	minecraft:coal_ore	1
top_aspect_east	6	2	minecraft:cobblestone	1
top_aspect_east	6	2	minecraft:cyan_terracotta	20
top_aspect_east	6	2	minecraft:gray_wool	3
top_aspect_east	6	2	minecraft:light_gray_wool	1
top_aspect_east	6	2	minecraft:moss_block	1
top_aspect_east	6	2	minecraft:mud	6
top_aspect_east	6	2	minecraft:pale_moss_block	80
top_aspect_east	6	2	minecraft:pale_oak_wood	11
top_aspect_east	6	2	minecraft:smooth_basalt	1
top_aspect_east	6	2	minecraft:snow_block	205
top_aspect_east	6	2	minecraft:stone	83
top_aspect_east	6	3	minecraft:acacia_wood	246
top_aspect_east	6	3	minecraft:basalt	61
top_aspect_east	6	3	minecraft:blackstone	22
top_aspect_east	6	3	minecraft:cyan_terracotta	148
top_aspect_east	6	3	minecraft:grass_block	3
top_aspect_east	6	3	minecraft:light_gray_wool	14
top_aspect_east	6	3	minecraft:mud	32
top_aspect_east	6	3	minecraft:pale_moss_block	144
top_aspect_east	6	3	minecraft:pale_oak_wood	100
top_aspect_east	6	3	minecraft:smooth_basalt	14
top_aspect_east	6	3	minecraft:snow_block	240
top_aspect_east	6	3	minecraft:stone	243
top_aspect_east	6	4	minecraft:acacia_wood	136
top_aspect_east	6	4	minecraft:basalt	39
top_aspect_east	6	4	minecraft:blackstone	9
top_aspect_east	6	4	minecraft:cyan_terracotta	152
top_aspect_east	6	4	minecraft:dirt	4
top_aspect_east	6	4	minecraft:grass_block	1
top_aspect_east	6	4	minecraft:gravel	2
top_aspect_east	6	4	minecraft:iron_ore	2
top_aspect_east	6	4	minecraft:light_gray_wool	4
top_aspect_east	6	4	minecraft:mud	66
top_aspect_east	6	4	minecraft:pale_moss_block	28
top_aspect_east	6	4	minecraft:pale_oak_wood	11
top_aspect_east	6	4	minecraft:smooth_basalt	9
top_aspect_east	6	4	minecraft:snow_block	72
top_aspect_east	6	4	minecraft:stone	105
top_aspect_east	7	0	minecraft:snow_block	3
top_aspect_east	7	1	minecraft:cyan_terracotta	2
top_aspect_east	7	1	minecraft:mud	2
top_aspect_east	7	1	minecraft:powder_snow	2
top_aspect_east	7	1	minecraft:snow_block	31
top_aspect_east	7	1	minecraft:stone	1
top_aspect_east	7	2	minecraft:acacia_wood	11
top_aspect_east	7	2	minecraft:basalt	1
top_aspect_east	7	2	minecraft:cyan_terracotta	2
top_aspect_east	7	2	minecraft:mud	2
top_aspect_east	7	2	minecraft:pale_moss_block	8
top_aspect_east	7	2	minecraft:pale_oak_wood	5
top_aspect_east	7	2	minecraft:powder_snow	2
top_aspect_east	7	2	minecraft:smooth_basalt	1
top_aspect_east	7	2	minecraft:snow_block	56
top_aspect_east	7	2	minecraft:stone	25
top_aspect_east	7	3	minecraft:acacia_wood	145
top_aspect_east	7	3	minecraft:basalt	39
top_aspect_east	7	3	minecraft:blackstone	1
top_aspect_east	7	3	minecraft:cyan_terracotta	69
top_aspect_east	7	3	minecraft:light_gray_wool	5
top_aspect_east	7	3	minecraft:mud	27
top_aspect_east	7	3	minecraft:pale_moss_block	91
top_aspect_east	7	3	minecraft:pale_oak_wood	30
top_aspect_east	7	3	minecraft:smooth_basalt	2
top_aspect_east	7	3	minecraft:snow_block	103
top_aspect_east	7	3	minecraft:stone	126
top_aspect_east	7	3	minecraft:white_concrete_powder	1
top_aspect_east	7	4	minecraft:acacia_wood	157
top_aspect_east	7	4	minecraft:basalt	26
top_aspect_east	7	4	minecraft:blackstone	7
top_aspect_east	7	4	minecraft:cyan_terracotta	111
top_aspect_east	7	4	minecraft:gravel	1
top_aspect_east	7	4	minecraft:light_gray_wool	4
top_aspect_east	7	4	minecraft:mud	49
top_aspect_east	7	4	minecraft:pale_moss_block	34
top_aspect_east	7	4	minecraft:pale_oak_wood	67
top_aspect_east	7	4	minecraft:smooth_basalt	10
top_aspect_east	7	4	minecraft:snow_block	97
top_aspect_east	7	4	minecraft:stone	72
top_aspect_east	8	0	minecraft:pale_moss_block	1
top_aspect_east	8	0	minecraft:snow_block	10
top_aspect_east	8	1	minecraft:birch_wood	13
top_aspect_east	8	1	minecraft:cyan_terracotta	3
top_aspect_east	8	1	minecraft:diorite	3
top_aspect_east	8	1	minecraft:pale_moss_block	7
top_aspect_east	8	1	minecraft:snow_block	56
top_aspect_east	8	1	minecraft:white_concrete_powder	3
top_aspect_east	8	2	minecraft:acacia_wood	5
top_aspect_east	8	2	minecraft:basalt	4
top_aspect_east	8	2	minecraft:birch_wood	23
top_aspect_east	8	2	minecraft:cyan_terracotta	1
top_aspect_east	8	2	minecraft:diorite	12
top_aspect_east	8	2	minecraft:pale_moss_block	13
top_aspect_east	8	2	minecraft:snow_block	67
top_aspect_east	8	2	minecraft:stone	5
top_aspect_east	8	2	minecraft:white_concrete_powder	8
top_aspect_east	8	3	minecraft:acacia_wood	135
top_aspect_east	8	3	minecraft:basalt	2
top_aspect_east	8	3	minecraft:birch_wood	21
top_aspect_east	8	3	minecraft:coal_ore	1
top_aspect_east	8	3	minecraft:cobblestone	1
top_aspect_east	8	3	minecraft:cyan_terracotta	33
top_aspect_east	8	3	minecraft:diorite	25
top_aspect_east	8	3	minecraft:light_gray_wool	2
top_aspect_east	8	3	minecraft:mud	27
top_aspect_east	8	3	minecraft:pale_moss_block	90
top_aspect_east	8	3	minecraft:pale_oak_wood	39
top_aspect_east	8	3	minecraft:snow_block	80
top_aspect_east	8	3	minecraft:stone	100
top_aspect_east	8	3	minecraft:white_concrete_powder	5
top_aspect_east	8	4	minecraft:acacia_wood	140
top_aspect_east	8	4	minecraft:basalt	6
top_aspect_east	8	4	minecraft:birch_wood	1
top_aspect_east	8	4	minecraft:blackstone	3
top_aspect_east	8	4	minecraft:cyan_terracotta	76
top_aspect_east	8	4	minecraft:mud	74
top_aspect_east	8	4	minecraft:pale_moss_block	23
top_aspect_east	8	4	minecraft:pale_oak_wood	68
top_aspect_east	8	4	minecraft:smooth_basalt	8
top_aspect_east	8	4	minecraft:snow_block	44
top_aspect_east	8	4	minecraft:stone	32
top_aspect_east	9	1	minecraft:ice	1
top_aspect_east	9	1	minecraft:snow_block	7
top_aspect_east	9	2	minecraft:birch_wood	4
top_aspect_east	9	2	minecraft:diorite	1
top_aspect_east	9	2	minecraft:pale_moss_block	1
top_aspect_east	9	2	minecraft:snow_block	25
top_aspect_east	9	2	minecraft:stone	1
top_aspect_east	9	2	minecraft:white_concrete_powder	7
top_aspect_east	9	3	minecraft:acacia_wood	80
top_aspect_east	9	3	minecraft:basalt	14
top_aspect_east	9	3	minecraft:birch_wood	13
top_aspect_east	9	3	minecraft:cobblestone	1
top_aspect_east	9	3	minecraft:cyan_terracotta	45
top_aspect_east	9	3	minecraft:diorite	12
top_aspect_east	9	3	minecraft:light_gray_wool	2
top_aspect_east	9	3	minecraft:mud	10
top_aspect_east	9	3	minecraft:packed_ice	1
top_aspect_east	9	3	minecraft:pale_moss_block	76
top_aspect_east	9	3	minecraft:pale_oak_wood	14
top_aspect_east	9	3	minecraft:smooth_basalt	1
top_aspect_east	9	3	minecraft:snow_block	27
top_aspect_east	9	3	minecraft:stone	52
top_aspect_east	9	3	minecraft:white_concrete_powder	14
top_aspect_east	9	4	minecraft:acacia_wood	143
top_aspect_east	9	4	minecraft:basalt	14
top_aspect_east	9	4	minecraft:birch_wood	3
top_aspect_east	9	4	minecraft:blackstone	17
top_aspect_east	9	4	minecraft:cyan_terracotta	101
top_aspect_east	9	4	minecraft:diorite	2
top_aspect_east	9	4	minecraft:light_gray_wool	3
top_aspect_east	9	4	minecraft:mud	43
top_aspect_east	9	4	minecraft:packed_ice	7
top_aspect_east	9	4	minecraft:pale_moss_block	8
top_aspect_east	9	4	minecraft:pale_oak_wood	34
top_aspect_east	9	4	minecraft:powder_snow	2
top_aspect_east	9	4	minecraft:smooth_basalt	19
top_aspect_east	9	4	minecraft:snow_block	24
top_aspect_east	9	4	minecraft:stone	21
top_aspect_north	0	0	minecraft:cobblestone	1
top_aspect_north	0	0	minecraft:cyan_terracotta	1
top_aspect_north	0	0	minecraft:dirt	2
top_aspect_north	0	0	minecraft:grass_block	198
top_aspect_north	0	0	minecraft:gray_wool	1
top_aspect_north	0	0	minecraft:light_gray_wool	2
top_aspect_north	0	0	minecraft:moss_block	119
top_aspect_north	0	0	minecraft:mud	3
top_aspect_north	0	0	minecraft:pale_moss_block	8
top_aspect_north	0	0	minecraft:stone	19
top_aspect_north	0	1	minecraft:acacia_wood	26
top_aspect_north	0	1	minecraft:andesite	10
top_aspect_north	0	1	minecraft:basalt	9
top_aspect_north	0	1	minecraft:coal_ore	1
top_aspect_north	0	1	minecraft:cobblestone	2
top_aspect_north	0	1	minecraft:cyan_terracotta	15
top_aspect_north	0	1	minecraft:diamond_block	24
top_aspect_north	0	1	minecraft:dirt	6
top_aspect_north	0	1	minecraft:grass_block	897
top_aspect_north	0	1	minecraft:light_gray_wool	5
top_aspect_north	0	1	minecraft:moss_block	768
top_aspect_north	0	1	minecraft:mud	12
top_aspect_north	0	1	minecraft:pale_moss_block	67
top_aspect_north	0	1	minecraft:pale_oak_wood	11
top_aspect_north	0	1	minecraft:smooth_basalt	1
top_aspect_north	0	1	minecraft:spruce_log	1
top_aspect_north	0	1	minecraft:stone	137
top_aspect_north	0	2	minecraft:acacia_wood	65
top_aspect_north	0	2	minecraft:andesite	7
top_aspect_north	0	2	minecraft:basalt	24
top_aspect_north	0	2	minecraft:blackstone	3
top_aspect_north	0	2	minecraft:calcite	2
top_aspect_north	0	2	minecraft:cobblestone	2
top_aspect_north	0	2	minecraft:cyan_terracotta	51
top_aspect_north	0	2	minecraft:diamond_block	49
top_aspect_north	0	2	minecraft:dirt	5
top_aspect_north	0	2	minecraft:grass_block	341
top_aspect_north	0	2	minecraft:light_gray_wool	11
top_aspect_north	0	2	minecraft:moss_block	353
top_aspect_north	0	2	minecraft:mud	30
top_aspect_north	0	2	minecraft:pale_moss_block	70
top_aspect_north	0	2	minecraft:pale_oak_wood	29
top_aspect_north	0	2	minecraft:smooth_basalt	5
top_aspect_north	0	2	minecraft:spruce_log	5
top_aspect_north	0	2	minecraft:stone	139
top_aspect_north	0	2	minecraft:tuff	1
