population	height_band_16	slope_band_0_10_25_40_55_90	block	count
side_east	8	-1	minecraft:iron_ore	2
side_east	8	-1	minecraft:light_gray_wool	21
side_east	8	-1	minecraft:moss_block	1
side_east	8	-1	minecraft:mud	284
side_east	8	-1	minecraft:packed_ice	25
side_east	8	-1	minecraft:packed_mud	1
side_east	8	-1	minecraft:pale_moss_block	350
side_east	8	-1	minecraft:pale_oak_wood	237
side_east	8	-1	minecraft:smooth_basalt	55
side_east	8	-1	minecraft:snow_block	390
side_east	8	-1	minecraft:stone	440
side_east	8	-1	minecraft:white_concrete_powder	15
side_east	9	-1	minecraft:acacia_wood	497
side_east	9	-1	minecraft:andesite	3
side_east	9	-1	minecraft:basalt	59
side_east	9	-1	minecraft:birch_wood	41
side_east	9	-1	minecraft:blackstone	41
side_east	9	-1	minecraft:cobblestone	27
side_east	9	-1	minecraft:cyan_terracotta	391
side_east	9	-1	minecraft:diorite	43
side_east	9	-1	minecraft:ice	2
side_east	9	-1	minecraft:light_gray_wool	7
side_east	9	-1	minecraft:mud	137
side_east	9	-1	minecraft:packed_ice	84
side_east	9	-1	minecraft:pale_moss_block	296
side_east	9	-1	minecraft:pale_oak_wood	84
side_east	9	-1	minecraft:powder_snow	2
side_east	9	-1	minecraft:smooth_basalt	57
side_east	9	-1	minecraft:snow_block	132
side_east	9	-1	minecraft:stone	295
side_east	9	-1	minecraft:white_concrete_powder	48
side_north	0	-1	minecraft:acacia_wood	186
side_north	0	-1	minecraft:andesite	15
side_north	0	-1	minecraft:basalt	28
side_north	0	-1	minecraft:black_wool	8
side_north	0	-1	minecraft:blackstone	45
side_north	0	-1	minecraft:cobblestone	27
side_north	0	-1	minecraft:cyan_terracotta	176
side_north	0	-1	minecraft:diamond_block	56
side_north	0	-1	minecraft:dirt	62
side_north	0	-1	minecraft:grass_block	520
side_north	0	-1	minecraft:gray_wool	1
side_north	0	-1	minecraft:light_gray_wool	12
side_north	0	-1	minecraft:moss_block	504
side_north	0	-1	minecraft:mud	204
side_north	0	-1	minecraft:pale_moss_block	218
side_north	0	-1	minecraft:pale_oak_wood	95
side_north	0	-1	minecraft:smooth_basalt	49
side_north	0	-1	minecraft:spruce_log	30
side_north	0	-1	minecraft:stone	416
side_north	0	-1	minecraft:tuff	3
side_north	1	-1	minecraft:acacia_wood	411
side_north	1	-1	minecraft:basalt	119
side_north	1	-1	minecraft:blackstone	70
side_north	1	-1	minecraft:cobblestone	69
side_north	1	-1	minecraft:cyan_terracotta	356
side_north	1	-1	minecraft:diamond_block	59
side_north	1	-1	minecraft:dirt	44
side_north	1	-1	minecraft:grass_block	433
side_north	1	-1	minecraft:light_gray_wool	39
side_north	1	-1	minecraft:moss_block	475
side_north	1	-1	minecraft:mud	236
side_north	1	-1	minecraft:pale_moss_block	480
side_north	1	-1	minecraft:pale_oak_wood	77
side_north	1	-1	minecraft:smooth_basalt	95
side_north	1	-1	minecraft:spruce_log	1
side_north	1	-1	minecraft:stone	418
side_north	1	-1	minecraft:tuff	17
side_north	1	-1	minecraft:white_concrete	18
side_north	10	-1	minecraft:acacia_wood	265
side_north	10	-1	minecraft:basalt	158
side_north	10	-1	minecraft:birch_wood	161
side_north	10	-1	minecraft:black_wool	1
